"active","price","created_at","id","name","description","sku","categories","in_stock"
"True","1450.43","2025-09-29 00:15:32.6374+02","985","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0985","Electronics","8"
"True","134.57","2025-06-09 00:15:32.6374+02","986","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0986","Clothing","49"
"True","434.36","2025-12-15 00:15:32.6374+01","987","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0987","Home","7"
"True","226.43","2024-12-30 00:15:32.6374+01","988","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0988","Sports","19"
"True","19.36","2025-01-01 00:15:32.6374+01","989","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0989","Books","12"
"True","931.14","2025-02-25 00:15:32.6374+01","990","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0990","Electronics","183"
"True","28.75","2025-11-06 00:15:32.6374+01","991","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0991","Clothing","127"
"False","47.20","2025-07-02 00:15:32.6374+02","992","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0992","Home","69"
"True","226.10","2025-04-27 00:15:32.6374+02","993","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0993","Clothing;Sports","23"
"True","23.25","2025-05-09 00:15:32.6374+02","994","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0994","Books;Sports","1"
"True","860.03","2025-02-18 00:15:32.6374+01","995","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0995","Electronics","24"
"True","104.54","2025-12-12 00:15:32.6374+01","996","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0996","Clothing","346"
"True","302.56","2025-10-05 00:15:32.6374+02","997","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0997","Home","11"
"True","46.01","2025-04-16 00:15:32.6374+02","998","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0998","Sports","29"
"True","17.55","2025-11-07 00:15:32.6374+01","999","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0999","Books","38"
"True","146.99","2025-09-26 00:15:32.6374+02","1000","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU1000","Electronics","37"
